;; ASSET build:,4-August-2006 13:34
;; ASSET Output recorded at:,Wed Feb 11 09:25:59 GMT 2015, name:,Narrowband Tracking Scenario (High_BRate)
DTG,Track name, x (m), y (m), z (m), course (degs), speed (m/s), dem course (Degs), dem speed (m/s), dem depth (m), fuel, activity
100112 133400,-8050.58 ,17419.05 ,0.00 ,-14.00 
100112 133447,-8173.91 ,17270.04 ,0.00 ,-11.29 
100112 133534,-8297.24 ,17121.03 ,0.00 ,-9.02 
100112 133621,-8420.58 ,16972.01 ,0.00 ,-7.09 
100112 133708,-8543.91 ,16823.00 ,0.00 ,-5.44 
100112 133755,-8667.24 ,16673.99 ,0.00 ,-4.01 
100112 133842,-8790.57 ,16524.98 ,0.00 ,-2.76 
100112 133929,-8913.91 ,16375.96 ,0.00 ,-1.66 
100112 134016,-9037.24 ,16226.95 ,0.00 ,-0.69 
100112 134103,-9160.57 ,16077.94 ,0.00 ,-0.23 
100112 134150,-9283.91 ,15928.93 ,0.00 ,-0.38 
100112 134237,-9407.24 ,15779.91 ,0.00 ,-0.59 
100112 134324,-9530.57 ,15630.90 ,0.00 ,-0.79 
100112 134411,-9653.90 ,15481.89 ,0.00 ,-0.96 
100112 134458,-9777.24 ,15332.88 ,0.00 ,-1.13 
100112 134545,-9900.57 ,15183.86 ,0.00 ,-1.28 
100112 134632,-10023.90 ,15034.85 ,0.00 ,-1.43 
100112 134719,-10147.24 ,14885.84 ,0.00 ,-1.56 
100112 134806,-10270.57 ,14736.83 ,0.00 ,-1.69 
100112 134853,-10393.90 ,14587.82 ,0.00 ,-1.80 
100112 134940,-10517.23 ,14438.80 ,0.00 ,-1.92 
100112 135027,-10640.57 ,14289.79 ,0.00 ,-2.02 
100112 135114,-10763.90 ,14140.78 ,0.00 ,-2.12 
100112 135201,-10887.23 ,13991.77 ,0.00 ,-2.21 
100112 135248,-11010.56 ,13842.75 ,0.00 ,-2.30 
100112 135335,-11133.90 ,13693.74 ,0.00 ,-2.39 
100112 135422,-11257.23 ,13544.73 ,0.00 ,-2.47 
100112 135509,-11380.56 ,13395.72 ,0.00 ,-2.54 
100112 135556,-11503.90 ,13246.70 ,0.00 ,-2.61 
100112 135643,-11627.23 ,13097.69 ,0.00 ,-2.68 
100112 135730,-11750.56 ,12948.68 ,0.00 ,-2.75 
100112 135817,-11873.89 ,12799.67 ,0.00 ,-2.81 
100112 135904,-11997.23 ,12650.65 ,0.00 ,-2.87 
100112 135951,-12120.56 ,12501.64 ,0.00 ,-2.93 
100112 140038,-12243.89 ,12352.63 ,0.00 ,-2.99 
